carat,cut,color,clarity,depth,table,x,y,z,carat_log,table_log,PredictedPrice
1.19,Very Good,J,SI2,63.4,56.8,6.7,6.79,4.27,0.7839015438284094,4.056988775678332,3742.020378905406
1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,0.6981347220709844,4.04305126783455,4899.871743022675
1.05,Ideal,H,SI2,61.2,57.0,6.55,6.62,4.03,0.7178397931503169,4.060443010546419,3913.1795890593053
1.05,Ideal,H,SI2,61.2,57.0,6.54,6.59,4.02,0.7178397931503169,4.060443010546419,3849.1638246190246
1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,0.8109302162163288,4.0943445622221,3969.748848301384
0.7,Premium,E,SI1,62.1,58.0,6.15,6.18,3.83,0.5306282510621704,4.07753744390572,4026.2504597331504
1.01,Very Good,F,SI2,62.2,58.0,6.33,6.38,3.95,0.6981347220709844,4.07753744390572,3777.884560935862
1.01,Very Good,F,SI2,62.1,58.0,6.35,6.41,3.96,0.6981347220709844,4.07753744390572,3856.8222069451936
1.06,Ideal,I,SI1,62.8,56.0,6.52,6.47,4.08,0.7227059828014898,4.04305126783455,4108.892362207417
1.08,Ideal,H,SI1,62.2,57.0,6.56,6.6,4.09,0.7323678937132266,4.060443010546419,4912.45415506046
0.96,Ideal,F,VS1,61.7,56.0,6.4,6.34,3.93,0.6729444732424258,4.04305126783455,5670.303668087404
1.0,Premium,F,SI2,61.7575931301403,56.0,6.42,6.36,4.02,0.6931471805599453,4.04305126783455,4058.151764417317
1.0,Premium,F,SI2,59.9,61.0,6.46,6.42,3.86,0.6931471805599453,4.127134385045092,3819.363364114429
1.0,Premium,F,SI2,61.6,62.0,6.37,6.3,3.9,0.6931471805599453,4.143134726391533,3746.8259893951367
0.88,Ideal,H,VVS1,62.0,59.0,6.12,6.13,3.8,0.6312717768418579,4.0943445622221,4604.954465643463
0.9,Premium,E,VS2,62.9,58.0,6.15,6.12,3.86,0.6418538861723948,4.07753744390572,4476.873359717385
0.9,Good,D,VS2,62.6,65.0,6.1,6.04,3.8,0.6418538861723948,4.189654742026425,4432.604698143001
0.9,Premium,E,SI1,63.0,59.0,6.13,6.1,3.85,0.6418538861723948,4.0943445622221,3916.1752779185945
1.01,Ideal,I,SI2,62.5,57.0,6.38,6.45,4.01,0.6981347220709844,4.060443010546419,3084.577832835005
0.39,Ideal,J,VS2,61.4,57.0,4.66,4.72,2.88,0.3293037471426004,4.060443010546419,625.9032814878097
0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,0.3293037471426004,4.007333185232471,656.075341629003
0.38,Premium,I,SI1,60.5,58.0,4.67,4.72,2.84,0.3220834991691133,4.07753744390572,603.8776863382143
0.39,Premium,J,SI1,61.3,60.0,4.65,4.68,2.86,0.3293037471426004,4.110873864173311,532.6606825948519
0.31,Ideal,E,SI1,62.1,56.0,4.35,4.38,2.71,0.27002713721306015,4.04305126783455,660.6077179405816
0.36,Very Good,H,VS2,61.0,55.0,4.62,4.66,2.83,0.3074846997479606,4.02535169073515,737.0568624647866
0.37,Ideal,F,SI1,61.3,57.0,4.61,4.65,2.84,0.31481073984003355,4.060443010546419,814.2044886820411
0.37,Premium,J,VS2,61.1,60.0,4.63,4.6,2.82,0.31481073984003355,4.110873864173311,573.687472026265
0.37,Premium,G,VS2,60.7,60.0,4.68,4.65,2.83,0.31481073984003355,4.110873864173311,867.6352810942469
0.7,Good,G,VS1,63.3,57.0,4.28,4.31,2.72,0.5306282510621704,4.060443010546419,616.1280912110158
0.31,Good,F,VS2,63.5,55.0,4.31,4.32,2.74,0.27002713721306015,4.02535169073515,669.324072574265
0.31,Ideal,F,VS2,61.6,56.0,4.35,4.38,2.69,0.27002713721306015,4.04305126783455,707.7899779246292
1.01,Ideal,I,SI2,62.4,57.0,6.37,6.41,3.99,0.6981347220709844,4.060443010546419,3006.4604141565405
1.01,Very Good,J,VS2,60.6,59.0,6.42,6.45,3.9,0.6981347220709844,4.0943445622221,3350.459562111834
0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,0.6471032420585384,4.04305126783455,3348.173010070502
1.21,Premium,G,SI2,59.9,61.0,6.89,6.85,4.11,0.7929925155296614,4.127134385045092,5405.0801164308
0.7,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,0.5306282510621704,4.007333185232471,4679.421917300029
1.01,Good,D,SI2,63.6,57.0,6.34,6.3,4.02,0.6981347220709844,4.060443010546419,4161.608666895694
1.01,Premium,D,SI2,60.8,61.0,6.5,6.45,3.94,0.6981347220709844,4.127134385045092,4525.908576556828
1.01,Good,D,SI2,61.7575931301403,62.0,6.66,6.56,3.81,0.6981347220709844,4.143134726391533,4394.936686117609
1.01,Premium,G,SI1,59.2,59.0,6.58,6.52,3.88,0.6981347220709844,4.0943445622221,4594.565836287214
0.7,Premium,J,VS2,58.0,61.0,7.07,7.03,4.09,0.5306282510621704,4.127134385045092,5896.262118842451
0.7,Premium,G,SI1,62.6,60.0,6.39,6.35,3.99,0.5306282510621704,4.110873864173311,4728.494080653109
1.01,Premium,D,SI1,61.8,57.0,6.47,6.42,3.98,0.6981347220709844,4.060443010546419,5366.611611958631
1.01,Premium,G,SI1,63.0,59.0,6.32,6.27,3.96,0.6981347220709844,4.0943445622221,4211.68309214546
1.01,Premium,D,SI2,62.6,60.0,6.4,6.37,4.0,0.6981347220709844,4.110873864173311,4457.139358273952
1.01,Premium,G,SI1,62.8,59.0,6.33,6.29,3.96,0.6981347220709844,4.0943445622221,4242.074607871331
0.72,Very Good,E,VVS1,60.8,58.0,5.79,5.83,3.53,0.5423242908253617,4.07753744390572,3788.540371937542
1.01,Good,F,SI1,63.4,55.0,6.35,6.42,4.05,0.6981347220709844,4.02535169073515,4724.1760150688415
1.01,Good,F,SI1,64.2,58.0,6.24,6.29,4.02,0.6981347220709844,4.07753744390572,4413.40565450481
1.07,Very Good,G,SI2,64.6,60.0,6.35,6.4,4.12,0.7275486072772778,4.110873864173311,4097.765009119451
1.0,Premium,F,SI2,61.5,60.0,6.35,6.33,3.9,0.6931471805599453,4.110873864173311,3682.914641728031
1.25,Premium,I,SI2,60.1,60.0,6.99,6.95,4.19,0.8109302162163288,4.110873864173311,4739.935109756914
1.25,Premium,G,SI2,61.1,58.0,6.96,6.91,4.24,0.8109302162163288,4.07753744390572,6053.126714253783
0.7,Ideal,F,VVS1,62.4,55.0,5.65,5.69,3.54,0.5306282510621704,4.02535169073515,3439.526969498388
1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96,0.7030975114131134,4.07753744390572,4574.8504729089955
1.08,Ideal,H,SI2,62.1,56.0,6.54,6.6,4.08,0.7323678937132266,4.04305126783455,3992.536904382836
1.04,Ideal,I,SI1,61.7,57.0,6.49,6.54,4.02,0.712949807856125,4.060443010546419,3953.6367449478353
1.52,Premium,G,I1,62.3,60.0,7.34,7.28,4.56,0.9242589015233319,4.110873864173311,6470.030382313686
1.2,Good,D,I1,63.6,60.0,6.72,6.67,4.26,0.7884573603642702,4.110873864173311,4239.0527951030435
1.03,Ideal,J,SI2,60.6,56.0,6.58,6.57,3.99,0.708035793053696,4.04305126783455,2905.5222172646663
1.15,Premium,J,SI1,62.3,55.0,6.76,6.66,4.18,0.7654678421395714,4.02535169073515,4177.643433945899
1.15,Premium,I,SI2,62.6,57.0,6.73,6.69,4.2,0.7654678421395714,4.060443010546419,4075.661989110533
1.15,Ideal,J,SI1,61.8,57.0,6.73,6.67,4.14,0.7654678421395714,4.060443010546419,4206.029491866718
1.0,Very Good,D,SI2,62.3,56.0,6.33,6.39,3.96,0.6931471805599453,4.04305126783455,4111.692174575042
1.13,Very Good,I,VS2,61.7575931301403,57.0,6.73,6.78,4.16,0.7561219797213337,4.060443010546419,5469.72820511156
0.7,Premium,H,VS2,61.7575931301403,60.0,6.61,6.55,3.82,0.5306282510621704,4.110873864173311,4784.696161302809
1.09,Very Good,H,SI2,60.9,57.0,6.64,6.69,4.06,0.7371640659767197,4.060443010546419,4053.8160799624598
1.13,Premium,H,SI2,59.4,58.0,6.74,6.8,4.02,0.7561219797213337,4.07753744390572,4167.812752705812
0.92,Premium,D,SI1,62.3,58.0,6.21,6.27,3.89,0.6523251860396903,4.07753744390572,4467.552069279725
0.78,Ideal,D,VS1,62.2,57.0,5.86,5.9,3.66,0.5766133643039938,4.060443010546419,3868.2746586470635
1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,0.6981347220709844,4.060443010546419,4081.1841326747817
0.93,Very Good,H,VS2,61.7575931301403,59.0,6.13,6.16,3.86,0.6575200029167941,4.0943445622221,3626.2811439901166
0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,0.6418538861723948,4.04305126783455,4258.013452872276
1.01,Very Good,E,SI2,60.4,60.0,6.48,6.57,3.94,0.6981347220709844,4.110873864173311,4325.896180479633
0.7,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,0.5306282510621704,4.0943445622221,4320.789112596692
1.34,Very Good,H,SI2,61.1,63.0,7.08,7.01,4.3,0.8501509293696101,4.1588830833596715,6230.676336743659
1.18,Very Good,J,SI2,62.2,58.0,6.74,6.79,4.21,0.7793248768009976,4.07753744390572,3669.910832202619
1.27,Premium,G,SI2,62.4,56.0,6.93,6.88,4.32,0.8197798314933114,4.04305126783455,6220.440924384567
1.02,Ideal,H,SI2,61.9,56.0,6.47,6.51,4.02,0.7030975114131134,4.04305126783455,3679.5036777828304
1.02,Very Good,J,VS2,63.9,57.9,6.28,6.33,4.03,0.7030975114131134,4.075841090657541,3394.491302708153
1.1,Premium,H,SI1,62.1,58.0,6.61,6.59,4.1,0.7419373447293773,4.07753744390572,4899.703765054414
1.05,Premium,F,SI2,60.4,57.0,6.61,6.54,3.97,0.7178397931503169,4.060443010546419,4361.508330126138
1.08,Ideal,I,SI1,61.4,57.0,6.67,6.62,4.08,0.7323678937132266,4.060443010546419,4500.744710581728
0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,0.6418538861723948,4.127134385045092,3418.696906125243
1.01,Ideal,E,SI2,61.7575931301403,56.0,6.39,6.43,3.98,0.6981347220709844,4.04305126783455,4217.113941414126
1.01,Premium,E,SI2,62.5,60.0,6.39,6.42,4.0,0.6981347220709844,4.110873864173311,4249.198075078932
1.01,Very Good,E,SI2,61.8,56.0,6.42,6.5,3.99,0.6981347220709844,4.04305126783455,4217.437166241725
0.7,Very Good,G,SI2,62.4,58.0,6.36,6.42,3.99,0.5306282510621704,4.07753744390572,3883.32360928428
1.01,Very Good,E,SI2,59.6,61.0,6.56,6.59,3.92,0.6981347220709844,4.127134385045092,4450.453869226804
1.01,Very Good,E,SI2,62.8,57.0,6.35,6.38,4.0,0.6981347220709844,4.060443010546419,4079.4296459320885
1.01,Good,E,SI2,63.3,58.0,6.37,6.39,4.04,0.6981347220709844,4.07753744390572,4150.710798997537
1.01,Very Good,F,SI2,63.4,56.0,6.4,6.34,4.04,0.6981347220709844,4.04305126783455,4087.0300517670667
1.01,Premium,I,SI1,62.3,58.0,6.44,6.4,4.0,0.6981347220709844,4.07753744390572,3645.199502082912
0.97,Good,I,VS2,64.5,61.0,6.16,6.21,3.99,0.6780335427498971,4.127134385045092,3516.9006804976793
0.9,Premium,H,VVS2,60.3,61.0,6.25,6.22,3.76,0.6418538861723948,4.127134385045092,4373.51859243551
0.9,Premium,H,VVS2,62.0,58.0,6.16,6.13,3.81,0.6418538861723948,4.07753744390572,4228.633985748773
1.08,Premium,I,SI1,60.5,60.0,6.67,6.61,4.02,0.7323678937132266,4.110873864173311,4232.83645202769
1.01,Fair,H,VVS2,65.0,55.0,6.31,6.27,4.09,0.6981347220709844,4.02535169073515,4999.420654099039
1.01,Premium,H,SI2,61.3,59.0,6.47,6.41,3.95,0.6981347220709844,4.0943445622221,3393.6051505795917
0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,0.6729444732424258,4.060443010546419,4107.27252130923
0.96,Ideal,G,SI1,63.0,54.0,6.27,6.24,3.94,0.6729444732424258,4.007333185232471,4064.4646266348136
1.01,Good,G,SI1,63.6,58.0,6.36,6.28,4.02,0.6981347220709844,4.07753744390572,4340.564184516327
1.01,Premium,I,SI1,61.9,58.0,6.48,6.42,3.99,0.6981347220709844,4.07753744390572,3690.920510917565
1.01,Premium,G,SI2,59.5,55.0,6.59,6.53,3.9,0.6981347220709844,4.02535169073515,3796.2061391068037
1.1,Very Good,I,SI1,62.7,58.0,6.54,6.58,4.11,0.7419373447293773,4.07753744390572,4215.548256525321
1.02,Good,F,SI2,59.2,58.0,6.51,6.56,3.87,0.7030975114131134,4.07753744390572,3819.080347166677
1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,0.6981347220709844,4.04305126783455,3430.6802334188196
0.91,Premium,G,VS2,60.8,56.0,6.28,6.21,3.8,0.6471032420585384,4.04305126783455,4067.903275228085
0.9,Very Good,G,VS1,62.4,55.0,6.11,6.17,3.83,0.6418538861723948,4.02535169073515,4107.939836755499
1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,0.7030975114131134,4.07753744390572,3682.0791287359766
1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15,0.7561219797213337,4.0943445622221,5262.95560507255
1.1,Good,D,SI2,57.0,62.0,6.91,6.84,3.92,0.7419373447293773,4.143134726391533,5451.9941930095
1.1,Very Good,D,SI2,58.6,63.0,6.76,6.69,3.94,0.7419373447293773,4.1588830833596715,5266.155582985719
0.7,Very Good,D,VVS1,63.4,59.0,5.63,5.64,3.57,0.5306282510621704,4.0943445622221,3771.140566033245
1.03,Premium,I,SI1,61.6,59.0,6.46,6.49,3.99,0.708035793053696,4.0943445622221,3713.640560198586
1.08,Very Good,G,SI2,60.3,58.0,6.65,6.72,4.03,0.7323678937132266,4.07753744390572,4494.352381201849
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,0.6981347220709844,4.07753744390572,3730.2296105397104
0.72,Ideal,F,VVS1,61.0,56.0,5.78,5.8,3.53,0.5423242908253617,4.04305126783455,3682.560569633335
0.8,Ideal,F,VS1,62.2,56.0,5.93,5.96,3.7,0.5877866649021191,4.04305126783455,3758.702344701254
0.9,Good,D,SI1,61.1,62.0,6.2,6.24,3.8,0.6418538861723948,4.143134726391533,4141.977693921989
1.07,Premium,E,SI2,60.5,59.0,6.67,6.59,4.01,0.7275486072772778,4.0943445622221,4878.408619630752
0.71,Very Good,D,VVS2,61.0,56.0,5.75,5.79,3.52,0.5364933705145685,4.04305126783455,3574.808951964376
1.01,Very Good,E,SI2,63.5,55.0,6.32,6.38,4.03,0.6981347220709844,4.02535169073515,4063.3816982710223
1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03,0.7178397931503169,4.110873864173311,4567.421633444252
1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,0.7030975114131134,4.07753744390572,3976.7196668193455
0.85,Ideal,E,SI1,61.6,57.0,6.07,6.1,3.75,0.6151856390902334,4.060443010546419,3634.2471452901905
1.05,Premium,F,SI2,62.8,55.0,6.55,6.48,4.09,0.7178397931503169,4.02535169073515,4553.087487634455
1.05,Premium,F,SI1,62.3,56.0,6.55,6.51,4.07,0.7178397931503169,4.04305126783455,5452.947734695958
1.04,Very Good,F,SI2,62.4,54.0,6.46,6.53,4.05,0.712949807856125,4.007333185232471,4268.554431976953
1.05,Ideal,J,SI2,61.3,56.0,6.56,6.59,4.03,0.7178397931503169,4.04305126783455,2972.0834278475263
0.96,Premium,E,SI1,58.7,62.0,6.41,6.39,3.76,0.6729444732424258,4.143134726391533,4351.559017863788
0.84,Premium,D,SI1,60.6,57.0,6.15,6.06,3.7,0.6097655716208943,4.060443010546419,3663.277894787153
1.07,Premium,F,SI2,61.8,58.0,6.51,6.57,4.04,0.7275486072772778,4.07753744390572,4448.997971043367
0.94,Ideal,E,SI2,60.9,57.0,6.34,6.36,3.87,0.6626879730752367,4.060443010546419,3818.692802650742
1.5,Fair,I,I1,71.3,58.0,6.85,6.81,4.87,0.9162907318741551,4.07753744390572,4385.047106255149
1.2,Fair,I,SI1,66.2,59.0,6.55,6.47,4.31,0.7884573603642702,4.0943445622221,4371.690459577194
1.04,Ideal,H,SI2,61.8,55.0,6.54,6.5,4.03,0.712949807856125,4.02535169073515,3777.3027673765973
1.2,Ideal,H,SI2,61.1,57.0,6.9,6.81,4.19,0.7884573603642702,4.060443010546419,5186.1843440744115
0.7,Ideal,F,SI1,61.4,61.0,6.4,6.44,3.94,0.5306282510621704,4.127134385045092,5157.103011414013
1.04,Premium,I,SI1,61.8,60.0,6.51,6.47,4.01,0.712949807856125,4.110873864173311,3861.6865956027473
1.04,Premium,H,SI2,61.5,59.0,6.54,6.51,4.01,0.712949807856125,4.0943445622221,3702.28657640866
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,0.7884573603642702,4.07753744390572,4663.729739833581
1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,0.832909122935104,4.0943445622221,5881.160334960523
1.2,Ideal,H,SI2,64.8,58.0,6.61,6.56,4.27,0.7884573603642702,4.07753744390572,4724.6347662590515
1.04,Premium,H,SI2,58.6,60.0,6.67,6.63,3.9,0.712949807856125,4.110873864173311,3687.310117953851
1.0,Fair,H,VS1,65.4,61.0,6.22,6.17,4.05,0.6931471805599453,4.127134385045092,4255.97671466529
1.04,Ideal,H,SI2,61.1,56.0,6.66,6.6,4.05,0.712949807856125,4.04305126783455,4128.030764932949
1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,0.6931471805599453,4.23410650459726,4135.074200126848
0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,0.412109650826833,4.204692619390966,1740.0176120848444
0.9,Ideal,G,VS2,62.5,58.0,6.1,6.15,3.83,0.6418538861723948,4.07753744390572,4015.966067057115
0.7,Ideal,D,VVS2,62.0,53.4,5.69,5.72,3.54,0.5306282510621704,3.996364153861897,3551.0425987466733
0.9,Ideal,H,VS2,62.5,53.0,6.17,6.22,3.87,0.6418538861723948,3.9889840465642745,3729.6007779220313
1.01,Ideal,F,SI1,61.7575931301403,58.0,6.11,6.25,4.05,0.6981347220709844,4.07753744390572,4492.654744708279
0.91,Very Good,H,VS1,62.1,59.0,6.17,6.2,3.84,0.6471032420585384,4.0943445622221,3928.451914017825
0.9,Good,F,VS2,62.4,58.0,6.08,6.1,3.8,0.6418538861723948,4.07753744390572,3879.3787069847995
0.9,Good,F,VS2,63.1,57.0,6.13,6.16,3.88,0.6418538861723948,4.060443010546419,4222.091218890907
1.02,Premium,G,SI2,62.9,59.0,6.4,6.38,4.02,0.7030975114131134,4.0943445622221,3853.410328319366
1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,0.7030975114131134,4.110873864173311,3884.26894995025
1.04,Premium,E,SI2,62.8,59.0,6.45,6.41,4.04,0.712949807856125,4.0943445622221,4440.077223666206
1.02,Ideal,G,SI2,62.7,57.0,6.44,6.42,4.03,0.7030975114131134,4.060443010546419,4056.5577638625646
1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0,0.7030975114131134,4.0943445622221,3821.316669580903
0.7,Ideal,J,SI2,61.9,56.0,6.67,6.71,4.14,0.5306282510621704,4.04305126783455,3625.842191864735
1.09,Very Good,J,VS2,62.3,59.0,6.56,6.63,4.11,0.7371640659767197,4.0943445622221,4247.6481705176275
1.06,Ideal,H,SI2,61.7575931301403,57.0,6.49,6.57,4.1,0.7227059828014898,4.060443010546419,3982.8928860860506
1.0,Very Good,F,SI2,61.3,61.0,6.36,6.39,3.91,0.6931471805599453,4.127134385045092,3796.866858565747
1.0,Very Good,F,SI2,61.6,61.0,6.33,6.36,3.91,0.6931471805599453,4.127134385045092,3731.797506860865
1.06,Premium,F,SI2,62.4,58.0,6.5,6.54,4.07,0.7227059828014898,4.07753744390572,4518.036766042032
1.0,Ideal,F,SI2,61.2,57.0,6.39,6.48,3.94,0.6931471805599453,4.060443010546419,4006.2120440799645
1.0,Ideal,F,SI2,61.3,56.0,6.43,6.46,3.95,0.6931471805599453,4.04305126783455,4065.4841070216457
1.0,Premium,I,VS2,61.7575931301403,59.0,6.39,6.47,3.96,0.6931471805599453,4.0943445622221,3982.690974591422
1.0,Good,F,SI1,64.0,57.0,6.29,6.33,4.04,0.6931471805599453,4.060443010546419,4579.333577547284
1.0,Very Good,F,SI2,61.1,61.0,6.35,6.38,3.89,0.6931471805599453,4.127134385045092,3717.71338048614
0.73,Ideal,D,VVS2,61.3,56.0,5.79,5.82,3.56,0.5481214085096876,4.04305126783455,3874.8950856707875
0.84,Ideal,G,VS1,61.4,56.0,6.04,6.15,3.74,0.6097655716208943,4.04305126783455,3889.321580217837
0.7,Premium,F,SI1,62.3,58.0,6.18,6.22,3.86,0.5306282510621704,4.07753744390572,4045.857260807388
1.12,Premium,I,SI1,61.1,59.0,6.66,6.69,4.08,0.7514160886839212,4.0943445622221,4414.322576133824
1.12,Very Good,H,SI2,62.5,58.0,6.58,6.63,4.13,0.7514160886839212,4.07753744390572,4144.39019551066
0.85,Ideal,G,VS1,61.8,55.0,6.09,6.11,3.77,0.6151856390902334,4.02535169073515,4006.2078746782163
0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,0.6151856390902334,4.04305126783455,3728.644944411353
1.32,Premium,G,SI2,59.2,57.0,7.21,7.14,4.25,0.8415671856782186,4.060443010546419,6922.042917196293
1.03,Very Good,G,SI2,62.2,56.0,6.46,6.49,4.03,0.708035793053696,4.04305126783455,3972.7571356433427
1.07,Ideal,F,SI2,61.9,57.0,6.53,6.58,4.06,0.7275486072772778,4.060443010546419,4689.683948064953
0.93,Ideal,E,SI1,62.2,55.0,6.24,6.27,3.89,0.6575200029167941,4.02535169073515,4350.552231730617
1.05,Premium,I,SI2,60.2,61.0,6.64,6.61,3.99,0.7178397931503169,4.127134385045092,3433.437355697852
0.7,Ideal,G,VS2,60.6,60.0,6.66,6.63,4.03,0.5306282510621704,4.110873864173311,6668.684601106648
1.04,Ideal,G,SI2,60.7,57.0,6.51,6.61,3.98,0.712949807856125,4.060443010546419,4128.446756280742
0.7,Ideal,G,SI2,61.4,57.0,6.48,6.54,4.0,0.5306282510621704,4.060443010546419,4297.640928000374
1.04,Very Good,G,SI2,62.6,58.0,6.42,6.49,4.04,0.712949807856125,4.07753744390572,3986.3336107540217
1.01,Very Good,I,SI1,60.0,62.0,6.41,6.53,3.88,0.6981347220709844,4.143134726391533,3448.50682053474
1.24,Premium,I,SI2,62.8,58.0,6.88,6.79,4.28,0.8064758658669484,4.07753744390572,4672.180536411308
1.24,Fair,F,SI2,64.9,60.0,6.7,6.63,4.32,0.8064758658669484,4.110873864173311,5439.915515981474
1.02,Ideal,H,SI2,60.5,57.0,6.56,6.52,3.95,0.7030975114131134,4.060443010546419,3655.900062017596
0.93,Good,G,SI1,63.8,58.0,6.14,6.09,3.9,0.6575200029167941,4.07753744390572,3541.687769105299
1.11,Ideal,I,SI2,61.9,57.0,6.62,6.66,4.11,0.7466879474879752,4.060443010546419,3758.7548146803188
1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,0.7929925155296614,4.04305126783455,4207.922950589902
0.83,Ideal,D,VS2,62.0,54.9,6.03,6.04,3.74,0.6043159668533294,4.023564380161053,4126.2898978888725
1.01,Ideal,I,VS2,64.1,58.0,6.27,6.21,4.0,0.6981347220709844,4.07753744390572,3851.197548733296
0.92,Premium,E,SI1,61.3,58.0,6.19,6.25,3.81,0.6523251860396903,4.07753744390572,3946.8480302395947
1.0,Very Good,H,SI2,62.0,57.0,6.4,6.34,3.95,0.6931471805599453,4.060443010546419,3228.5166224090553
0.7,Very Good,F,SI1,61.4,58.0,6.18,6.23,3.81,0.5306282510621704,4.07753744390572,3910.6970418334868
0.71,Ideal,D,VS1,61.7,56.0,5.71,5.74,3.53,0.5364933705145685,4.04305126783455,3218.113719814874
1.02,Premium,G,SI1,61.9,58.0,6.47,6.42,3.99,0.7030975114131134,4.07753744390572,4660.036087803438
0.9,Good,D,SI1,61.7575931301403,57.0,6.11,6.15,3.89,0.6418538861723948,4.060443010546419,4064.0986821926317
0.9,Very Good,D,SI1,61.7575931301403,63.0,6.1,6.13,3.73,0.6418538861723948,4.1588830833596715,3842.798118916585
0.9,Good,D,SI1,63.3,57.0,6.07,6.12,3.86,0.6418538861723948,4.060443010546419,3896.7120358868215
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,0.6418538861723948,4.143134726391533,3907.5952691104753
0.9,Very Good,D,SI1,61.5,58.0,6.15,6.21,3.8,0.6418538861723948,4.07753744390572,4051.261727711401
0.9,Very Good,D,SI1,62.6,58.0,6.11,6.15,3.84,0.6418538861723948,4.07753744390572,4069.7656760844443
0.9,Good,D,SI1,63.2,55.0,6.1,6.14,3.87,0.6418538861723948,4.02535169073515,3932.5928888895887
0.9,Very Good,D,SI1,61.7575931301403,56.0,6.12,6.16,3.85,0.6418538861723948,4.04305126783455,4061.8882985340542
0.9,Very Good,D,SI1,61.2,60.0,6.14,6.19,3.77,0.6418538861723948,4.110873864173311,3984.303653599324
0.9,Ideal,H,VVS1,64.3,59.0,6.04,6.09,3.9,0.6418538861723948,4.0943445622221,4763.895341576516
1.02,Premium,D,SI2,60.0,62.0,6.59,6.5,3.93,0.7030975114131134,4.143134726391533,4726.938567494292
1.02,Fair,D,SI2,65.5,60.0,6.27,6.24,4.1,0.7030975114131134,4.110873864173311,4051.0388097339783
1.02,Premium,D,SI2,61.5,58.0,6.51,6.33,3.95,0.7030975114131134,4.07753744390572,4402.690369195471
1.02,Premium,D,SI2,62.1,57.0,6.41,6.37,3.97,0.7030975114131134,4.060443010546419,4280.144958549462
0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,0.6418538861723948,4.02535169073515,4680.513987525236
1.03,Ideal,H,SI2,62.5,54.0,6.46,6.5,4.05,0.708035793053696,4.007333185232471,3684.7941985098487
0.9,Good,D,SI2,62.2,63.0,6.14,6.23,3.85,0.6418538861723948,4.1588830833596715,3506.9468125842377
0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64,0.5653138090500605,4.007333185232471,4331.816756567064
1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99,0.6931471805599453,4.02535169073515,3952.888228967296
1.09,Ideal,H,SI2,60.0,57.0,6.72,6.77,4.05,0.7371640659767197,4.060443010546419,4347.633930316937
1.01,Ideal,G,SI2,61.0,56.0,6.48,6.54,3.97,0.6981347220709844,4.04305126783455,3989.7588371295096
0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,0.5538851132264376,4.02535169073515,4241.777991114074
0.7,Very Good,F,SI2,62.3,59.0,6.31,6.37,3.95,0.5306282510621704,4.0943445622221,3936.4683503490214
1.03,Premium,H,SI1,60.7,60.0,6.61,6.53,3.99,0.708035793053696,4.110873864173311,4565.133736766898
1.03,Ideal,H,SI2,61.1,57.0,6.55,6.52,3.99,0.708035793053696,4.060443010546419,3748.3317898217374
0.9,Premium,E,SI1,60.8,59.0,6.24,6.19,3.78,0.6418538861723948,4.0943445622221,3942.050026071902
1.13,Very Good,J,SI1,61.7575931301403,57.0,6.62,6.55,4.18,0.7561219797213337,4.060443010546419,3937.7039116107417
0.9,Premium,E,SI1,59.1,62.0,6.33,6.3,3.73,0.6418538861723948,4.143134726391533,4088.655873808488
0.9,Premium,E,VS2,58.0,61.0,6.45,6.34,3.71,0.6418538861723948,4.127134385045092,4782.995648028763
1.13,Ideal,I,SI2,61.7,57.0,6.7,6.59,4.13,0.7561219797213337,4.060443010546419,3895.338340098988
0.9,Premium,E,SI1,61.6,57.0,6.25,6.19,3.83,0.6418538861723948,4.060443010546419,4057.575374362904
